"COUNTY","CITY","ADDRESS","DATE","long","lat","geocode.address"
"BRYAN"," DURANT"," 1312 6TH N ST 11                   ","3/3/2002",-96.378382,34.004013,"1312 n 6th ave, durant, ok 74701, usa"
"BRYAN"," DURANT"," 401 13 S AVE                       ","9/8/2002",-96.391648,33.990726,"401 s 13th ave, durant, ok 74701, usa"
"BRYAN"," DURANT"," 4805 9 S                          ","12/3/2002",-96.403704,33.9568055,"4805 s 9th ave, durant, ok 74701, usa"
"BRYAN"," DURANT"," 312 LOUISIANA AVE                 ","12/18/2002",-96.380158,33.9885424,"312 w louisiana st, durant, ok 74701, usa"
"BRYAN"," DURANT"," 505 GEORGIA E                     ","2/28/2003",-96.3669819,33.984294,"505 e georgia st, durant, ok 74701, usa"
"BRYAN"," DURANT"," 1016 LOUISIANA                    ","10/5/2003",-96.3884155,33.9901554,"1016 w louisiana st, durant, ok 74701, usa"
"BRYAN"," DURANT"," 1614 SOUTH LONE OAK ROAD           ","11/1/2007",-96.321154,33.9742419,"1614 s lone oak rd, durant, ok 74701, usa"
"BRYAN"," KENEFIC"," 134 KENEFIC ST                    ","1/28/2004",-96.361826,34.1431405,"134 kenefic ave, kenefic, ok 74748, usa"
"BRYAN"," MEAD"," 284 CROWDER ROAD                   ","7/12/2007",-96.531881,34.0392153,"284 crowder rd, mead, ok 73449, usa"
"BRYAN"," WILLIFA"," WILLIFA WOODS         54 FELTON LN                      ","2/17/2006",-97.092877,35.0077519,"oklahoma, usa"
"CADDO"," ANADARKO"," 629 TOTTINGHAM W DR               ","3/28/2001",-98.253187,35.060525,"629 tottingham rd, anadarko, ok 73005, usa"
"CADDO"," ANADARKO"," 316 OKLAHOMA E ST                 ","5/27/2003",-98.2399707,35.0737404,"316 e oklahoma ave, anadarko, ok 73005, usa"
"CADDO"," CARNEGIE"," 6 MAIN E ST                       ","4/18/2001",-98.6025999,35.1060534,"6 e main st, carnegie, ok 73015, usa"
"CADDO"," CARNEGIE"," 324 BROADWAY S                    ","5/19/2003",-98.6049238,35.1020831,"324 s broadway ave, carnegie, ok 73015, usa"
"CADDO"," CARNEGIE"," 404 SOUTH CAROL                     ","3/9/2010",-98.5961374,35.0981575,"404 carol st, carnegie, ok 73015, usa"
"CADDO"," FORT"," FORT COBB            402 6TH STREET                     ","2/25/2007",-98.4412423,35.0991425,"402 6th st, fort cobb, ok 73038, usa"
"CADDO"," HYDRO"," 433 HUNT ST                       ","9/11/2000",-98.5746274,35.5477296,"433 hunt ave, hydro, ok 73048, usa"
"CANADIAN"," CALUMET"," 13508 ELM W                       ","10/14/2001",-98.104908,35.5231039,"13508 elm st w, calumet, ok 73014, usa"
"CANADIAN"," CALUMET"," 19915 WEST HWY 270                 ","2/25/2006",-98.17894,35.61707,"19915 us-270, calumet, ok 73014, usa"
"CANADIAN"," EL"," EL RENO               201 HOFF N ST                     ","9/28/2000",-97.949783,35.534159,"201 n hoff ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               412 EVANS S ST                     ","7/9/2002",-97.956417,35.529651,"412 s evans ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               520 CHOCTAW S B                   ","2/10/2003",-97.955301,35.52848,"520 s choctaw ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               500 HADDEN S                      ","3/29/2003",-97.9617033,35.5293832,"500 s hadden ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               139 EL RENO N ST                  ","5/12/2003",-97.945148,35.534591,"139 n el reno ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               2400 SUNSET S LOT 7               ","10/27/2003",-97.981925,35.537602,"2400 sunset dr, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO               1725 DILLIE S                     ","2/17/2004",-97.957851,35.517123,"1725 s dille ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO              520 SOUTH CHOCTAW AVENUE           ","4/18/2006",-97.955301,35.52848,"520 s choctaw ave, el reno, ok 73036, usa"
"CANADIAN"," EL"," EL RENO              701 NORTH CHOCTAW AVENUE           ","10/13/2009",-97.9553022,35.5388568,"701 n choctaw ave, el reno, ok 73036, usa"
"CANADIAN"," MUSTANG"," 11730 MUSTANG S RD                ","12/11/2000",-97.7245722,35.3502185,"11730 s mustang rd, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 616 HIGHLAND S                    ","9/17/2001",-97.733662,35.386056,"616 s highland dr, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 317 CAROL N TER                   ","11/5/2002",-97.696256,35.3940119,"317 n carol terrace, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 319 HILLCREST E LN                ","3/31/2003",-97.718676,35.386604,"319 e hillcrest ln, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 219 HILLCREST E LN                ","7/23/2003",-97.7215258,35.38637,"219 e hillcrest ln, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 2347 HIGHWAY 152 E                ","8/31/2004",-97.674143,35.392654,"2347 e state hwy 152, mustang, ok 73064, usa"
"CANADIAN"," MUSTANG"," 5800 ALOHA CT                      ","9/2/2004",-97.720424,35.409162,"5800 s aloha st, mustang, ok 73064, usa"
"CANADIAN"," OKLAHOMA"," OKLAHOMA CITY         5306 MUSTANG S RD                  ","3/3/2003",-97.724557,35.4121175,"5306 s mustang rd, mustang, ok 73064, usa"
"CANADIAN"," OKLAHOMA"," OKLAHOMA CITY         10500 23RD NW                      ","6/5/2003",-97.7894774,35.4933516,"10500 nw 23rd st, yukon, ok 73099, usa"
"CANADIAN"," OKLAHOMA"," OKLAHOMA CITY         9717 10 NW ST 339                 ","9/16/2003",-97.686789,35.4793822,"9717 nw 10th st, oklahoma city, ok 73127, usa"
"CANADIAN"," UNION"," UNION CITY            112 GRAND ST                      ","10/31/2003",-97.940986,35.390598,"112 e grand st, union city, ok 73090, usa"
"CANADIAN"," YUKON"," 12026 16TH SW                     ","8/18/2000",-97.7377323,35.4486582,"12026 sw 16th st, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 1008 ELM ST                       ","12/6/2000",-97.759299,35.506578,"1008 elm ave, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 105 CEDAR                         ","7/29/2001",-97.74457,35.5092027,"105 cedar ave, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 220 7TH S ST                      ","3/27/2002",-97.753732,35.50538,"220 s 7th st, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 12025 ASHFORD DR                  ","1/21/2003",-97.7205094,35.5917889,"12025 ashford dr, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 911 2ND S ST                      ","1/23/2003",-97.7456218,35.4980529,"911 s 2nd st, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 106 CORNWELL S 1                  ","1/27/2003",-97.742206,35.506524,"106 cornwell dr, yukon, ok 73099, usa"
"CANADIAN"," YUKON"," 10309 BIRKENHEAD RD                ","9/9/2004",-97.700637,35.4539929,"10309 birkenhead rd, yukon, ok 73099, usa"
"CARTER"," ARDMORE"," 1426 RUTLEDGE SE ST               ","11/3/2003",-97.12712,34.151885,"1426 rutledge se, ardmore, ok 73401, usa"
"CARTER"," LONE"," LONE GROVE             SUE MILLER RD 291                ","4/25/2001",-97.092877,35.0077519,"oklahoma, usa"
"CARTER"," LONE"," LONE GROVE           11700 PRAIRIE VALLEY ROAD          ","7/26/2006",-97.3119714,34.2019616,"11700 prairie valley rd, lone grove, ok 73443, usa"
"CARTER"," WILSON"," 301 ASH W                         ","9/30/2002",-97.4284327,34.1627269,"301 w ash st, wilson, ok 73463, usa"
"CHEROKEE"," COOKSON"," 21115 WEST 888 RD                 ","4/26/2005",-94.9319395,35.7280415,"21115 w 888 rd, cookson, ok 74427, usa"
"CHEROKEE"," HULBERT"," 107 NORTH ELM                     ","4/16/2002",-95.1425438,35.9346796,"107 n elm st, hulbert, ok 74441, usa"
"CHEROKEE"," HULBERT"," 5037 770TH W RD                   ","2/25/2003",-95.078452,35.9007301,"w 770 rd, hulbert, ok 74441, usa"
"CHEROKEE"," HULBERT"," 10336 NORTH 427 ROAD               ","12/28/2011",-95.1205327,36.0269812,"10336 n 427 rd, hulbert, ok 74441, usa"
"CHEROKEE"," HULBERT"," 7723 WEST J B TEAGUE DRIVE         ","7/11/2012",-95.1643865,35.9512125,"7723 w jb teague dr, hulbert, ok 74441, usa"
"CHEROKEE"," MOODYS"," 11019 530 N RD                    ","5/31/2005",-94.9346879,36.0137545,"11019 n 530 rd, tahlequah, ok 74464, usa"
"CHEROKEE"," PARK"," PARK HILL             35144 488 N RD                    ","9/30/2002",-95.0230288,35.6666976,"35144 s 488 rd, park hill, ok 74451, usa"
"CHEROKEE"," TAHLEQUAH"," 313 BAILEY BLVD                   ","7/25/2001",-94.8882566,35.9819195,"313 bailey blvd, tahlequah, ok 74464, usa"
"CHEROKEE"," TAHLEQUAH"," 15759 N BRYANT W RD               ","5/28/2002",-95.0113596,35.9480474,"15759 n bryant rd, tahlequah, ok 74464, usa"
"CHEROKEE"," TAHLEQUAH"," 310 1/2 B COLLEGE ST              ","8/19/2002",-94.974504,35.9077219,"510-1 college ct, tahlequah, ok 74464, usa"
"CHEROKEE"," TAHLEQUAH"," 20455 WHIPPERWILL HOLLOW RD        ","5/6/2003",-94.969956,35.91537,"tahlequah, ok 74464, usa"
"CHEROKEE"," TAHLEQUAH"," 408 EAST NORMAL STREET               ","2/8/2012",-94.963758,35.918477,"408 e normal st, tahlequah, ok 74464, usa"
"CHEROKEE"," TAHLEQUAH"," 22013 SOUTH 497 ROAD                ","10/10/2012",-95.0088515,35.8562341,"22013 s 497 rd, tahlequah, ok 74464, usa"
"CHEROKEE"," WELLING"," 24283 SOUTH WELLING ROAD             ","6/11/2007",-94.8816764,35.8251759,"24283 s welling rd, welling, ok 74471, usa"
"CHOCTAW"," HUGO"," 112 CLAYTON W ST                    ","2/19/2002",-95.5129704,34.0123818,"112 w clayton st, hugo, ok 74743, usa"
"CHOCTAW"," HUGO"," 707 E. LOWERY ST                   ","10/11/2005",-95.5046704,34.0030885,"707 e lowery st, hugo, ok 74743, usa"
"CHOCTAW"," SOPER"," 701 MAIN N ST                       ","4/26/2005",-95.6968196,34.0348258,"701 main st, soper, ok 74759, usa"
"CLEVELAND"," MOORE"," 2128 NAIL PARKWAY                   ","2/24/2000",-97.4858926,35.3572709,"2128 n nail pkwy, moore, ok 73160, usa"
"CLEVELAND"," MOORE"," 2712 YORKSHIRE AVE                  ","3/25/2001",-97.5068638,35.3629113,"2712 yorkshire ave, moore, ok 73160, usa"
"CLEVELAND"," MOORE"," 3804 COUNTRY CLUB S                 ","9/27/2002",-97.465457,35.302881,"3804 country club dr, moore, ok 73160, usa"
"CLEVELAND"," MOORE"," 824 NORTHWEST 16TH STREET            ","8/27/2011",-97.504676,35.3525429,"824 nw 16th st, moore, ok 73160, usa"
"CLEVELAND"," NOBLE"," 901 MAGUIRE RD 38                   ","5/15/2001",-97.386763,35.13204,"901 e maguire rd, noble, ok 73068, usa"
"CLEVELAND"," NORMAN"," 906 QUANNAH PARKER TRAIL            ","2/3/2000",-97.4288459,35.250301,"906 quanah parker trail, norman, ok 73071, usa"
"CLEVELAND"," NORMAN"," 112 HAYES W                         ","3/1/2000",-97.4469359,35.232128,"112 w hayes st, norman, ok 73069, usa"
"CLEVELAND"," NORMAN"," 313 INDIAN HILLS W RD               ","8/7/2000",-97.4455519,35.2908423,"313 indian hills rd, norman, ok 73069, usa"
"CLEVELAND"," NORMAN"," 213 MERCEDES S                      ","7/27/2001",-97.468069,35.216788,"213 s mercedes dr, norman, ok 73069, usa"
"CLEVELAND"," NORMAN"," 9351 142ND NE AVE                   ","8/2/2001",-97.231781,35.33101,"9351 142nd ave ne, newalla, ok 74857, usa"
"CLEVELAND"," NORMAN"," 101 MONTICELLO RD                  ","10/25/2001",-97.503581,35.218738,"101 monticello rd, norman, ok 73072, usa"
"CLEVELAND"," NORMAN"," 1325 CROWN POINT ST 6               ","4/21/2003",-97.4705409,35.2022975,"1325 crown point ave, norman, ok 73072, usa"
"CLEVELAND"," NORMAN"," 1406 DORCHESTER DRIVE                ","8/26/2009",-97.4577779,35.231987,"1406 dorchester dr, norman, ok 73069, usa"
"CLEVELAND"," NORMAN"," 3490 SOUTH CLASSEN BOULEVARD         ","12/4/2009",-97.413981,35.175384,"3490 classen blvd, norman, ok 73071, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY         10300 KEAR DR                       ","4/1/2002",-97.3233926,35.3638559,"10300 kear dr, oklahoma city, ok 73165, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY         15500 HARRAH S                     ","12/11/2002",-97.157343,35.314334,"15500 s harrah rd, newalla, ok 74857, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY         12700 141 SE ST                     ","2/15/2003",-97.30531,35.326294,"12700 se 141st st, oklahoma city, ok 73165, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY         10305 CASA LINDA DR                 ","2/18/2003",-97.526811,35.3661511,"10305 casa linda, oklahoma city, ok 73139, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY         14900 147TH SE                      ","6/24/2003",-97.266597,35.321401,"14900 se 147th, newalla, ok 74857, usa"
"CLEVELAND"," OKLAHOMA"," OKLAHOMA CITY        1308 EAST HILLS DRIVE                ","7/20/2006",-97.4695882,35.3532343,"1308 e hills dr, moore, ok 73160, usa"
"COAL"," COALGATE"," 205 ODEN                           ","12/30/2003",-96.2237732,34.5414597,"205 n oden st, coalgate, ok 74538, usa"
"COMANCHE"," APACHE"," 4703 NORTHEAST KING ROAD             ","2/17/2010",-98.3136588,34.8404736,"4703 ne king rd, apache, ok 73006, usa"
"COMANCHE"," ELGIN"," 207 NORTHEAST LITTLE BEAR LOOP       ","5/18/2009",-98.3873808,34.7488725,"207 ne little bear loop, elgin, ok 73538, usa"
"COMANCHE"," LAWTON"," 1419 BISHOP SW ST                   ","1/23/2000",-98.410622,34.580153,"1419 sw bishop rd, lawton, ok 73501, usa"
"COMANCHE"," LAWTON"," 911 11TH SW                         ","9/9/2000",-98.405091,34.597685,"911 sw 11th st, lawton, ok 73501, usa"
"COMANCHE"," LAWTON"," 2402 CORNELL S                      ","11/2/2000",-98.425552,34.607679,"2402 sw cornell ave, lawton, ok 73505, usa"
"COMANCHE"," LAWTON"," 613 EUCLID ST                       ","1/11/2001",-98.39802,34.615253,"613 nw euclid ave, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 2406 12TH NW ST                     ","4/25/2001",-98.406705,34.632969,"2406 nw 12th st, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 1602 COLUMBIA NW ST 1               ","5/6/2001",-98.412728,34.612641,"1602 nw columbia ave, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 509 WASHINGTON SW AVE               ","5/7/2002",-98.396058,34.59354,"509 sw washington ave, lawton, ok 73501, usa"
"COMANCHE"," LAWTON"," 4208 BEDFORD SE DR                  ","3/24/2003",-98.337506,34.597018,"4208 se bedford dr, lawton, ok 73501, usa"
"COMANCHE"," LAWTON"," 2422 D SW AVE                       ","9/25/2003",-98.426696,34.604107,"2422 sw d ave, lawton, ok 73505, usa"
"COMANCHE"," LAWTON"," 1210 G SW AVE                       ","1/23/2004",-98.407012,34.60035,"1210 sw g ave, lawton, ok 73501, usa"
"COMANCHE"," LAWTON"," 4823 WINFIELD NE CIR                ","7/12/2004",-98.329219,34.613335,"4823 ne winfield cir, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 824 NORTHWEST 20TH STREET            ","8/12/2010",-98.419875,34.618734,"824 nw 20th st, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 1525 NORTHWEST 43RD STREET           ","3/18/2011",-98.446373,34.626589,"1525 nw 43rd st, lawton, ok 73505, usa"
"COMANCHE"," LAWTON"," 804 NORTHWEST ARLINGTON AVE          ","3/15/2013",-98.400385,34.609918,"804 nw arlington ave, lawton, ok 73507, usa"
"COMANCHE"," LAWTON"," 26064 NORTHWEST STATE HIGHWAY 58/OK- ","3/21/2014",-98.511311,34.783661,"26064 ok-58, lawton, ok 73507, usa"
"58"," 58"," 58/WICHITA MOUNTAINS "," ",-98.6233828,34.7104259,"wichita mountains refuge center, oklahoma 73507, usa"
"CRAIG"," VINITA"," 134 SAINTS CIRCLE                    ","7/13/2006",-95.1541339,36.6386937,"vinita, ok 74301, usa"
"CRAIG"," VINITA"," 646 NORTH THOMPSON STREET            ","5/21/2009",-95.1511452,36.6496577,"646 n thompson st, vinita, ok 74301, usa"
"CRAIG"," VINITA"," 443454 EAST 320 ROAD                 ","7/22/2010",-95.1048513,36.5539209,"443454 e 320 rd, vinita, ok 74301, usa"
"CRAIG"," VINITA"," 401 EAST ATTUCKS                     ","10/4/2011",-95.1516904,36.6307814,"401 attucks ave, vinita, ok 74301, usa"
"CRAIG"," VINITA"," 311 SOUTH BROWN STREET               ","2/25/2012",-95.1677745,36.6387532,"311 s brown st, vinita, ok 74301, usa"
"CRAIG"," WELCH"," 156 FIRST W AVE                     ","8/18/2003",-95.0947189,36.8778566,"156 e 1st ave, welch, ok 74369, usa"
"CRAIG"," WELCH"," 440 WASHINGTON S ST                 ","5/10/2004",-95.098833,36.8732756,"440 s washington st, welch, ok 74369, usa"
"CREEK"," BRISTOW"," 33684 193 WEST S AVE                ","12/5/2000",-96.210365,35.6742996,"33684 s 193rd w ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 45470 151ST SOUTH W                 ","6/28/2001",-96.5013297,35.944815,"45470 w 151st st s, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 402 3RD W                         ","5/31/2002",-96.3970159,35.829546,"402 w 3rd ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 45470 151ST W ST                  ","8/29/2002",-96.5013297,35.944815,"45470 w 151st st s, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 207 WASHINGTON E                   ","9/3/2002",-96.388087,35.827711,"207 e washington ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 6TH ST 519                       ","7/28/2003",-96.383798,35.833131,"519 e 6th ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 20456 401 W S AVE                 ","8/15/2003",-96.4488928,35.8670844,"20456 s 401st w ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 20601 401 W S ST                  ","8/20/2003",-96.4407638,35.9011585,"20601 s 401st w ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 351 SOUTH W                      ","8/28/2003",-96.254699,35.653454,"w 351st st s, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 49189 WEST 142ND STREET            ","3/15/2006",-96.538931,35.935791,"49189 w 142nd rd, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," WEST 9TH STREET             ","9/20/2010",-96.396906,35.835798,"w 9th ave, bristow, ok 74010, usa"
"CREEK"," BRISTOW"," 20270 SOUTH 401ST WEST AVENUE      ","11/6/2010",-96.4490299,35.868027,"20270 s 401st w ave, bristow, ok 74010, usa"
"CREEK"," DEPEW"," 28587 465 WEST S AVE              ","8/15/2002",-96.505419,35.747998,"28587 s 465th w ave, depew, ok 74028, usa"
"CREEK"," DEPEW"," 949 SPRUDY S                      ","4/27/2004",-96.5061215,35.8028493,"depew, ok 74028, usa"
"CREEK"," DRUMRIGHT"," 205 BRISTOWN ST                    ","5/9/2001",-96.6073366,35.9897929,"205 n bristow ave, drumright, ok 74030, usa"
"CREEK"," DRUMRIGHT"," 400 VIRGINIA S AVE                ","8/29/2002",-96.596294,35.985875,"400 s virginia ave, drumright, ok 74030, usa"
"CREEK"," DRUMRIGHT"," 316 OHIO N ST                     ","8/15/2003",-96.599142,35.991098,"316 n ohio ave, drumright, ok 74030, usa"
"CREEK"," DRUMRIGHT"," 112 WOOD E                        ","8/26/2003",-96.601107,35.985875,"112 e wood st, drumright, ok 74030, usa"
"CREEK"," DRUMRIGHT"," 118 EAST 4TH STREET                 ","2/6/2009",-96.601116,35.98128,"118 e 4th st, drumright, ok 74030, usa"
"CREEK"," DRUMRIGHT"," 105 EAST 3RD STREET                ","3/13/2010",-96.6018357,35.9824167,"105 e 3rd st, drumright, ok 74030, usa"
"CREEK"," JENNINGS"," 47519 WEST 51ST STREET             ","2/24/2010",-96.5242267,36.0901202,"47519 w 51st st s, jennings, ok 74038, usa"
"CREEK"," KELLYVILLE"," 17 1/2 BUFFALO W ST               ","10/6/2000",-96.2168913,35.9435103,"2 e buffalo st, kellyville, ok 74039, usa"
"CREEK"," KELLYVILLE"," 8235 127TH WEST S AVE             ","9/19/2001",-96.2136136,35.9436968,"kellyville, ok, usa"
"CREEK"," KELLYVILLE"," 16118 MAPLE DR B                  ","10/13/2003",-96.1933774,35.9298983,"16118 maple dr, kellyville, ok 74039, usa"
